Customer ID,frequency,Recency,clv,Avg_Unit_Cost,Age
128,82.35,3025,1909.58,75.7,71
129,66.0,3142,2673.7,39.6,71
130,102.86,3195,2163.2,121.3,36
131,57.16,3049,2230.0,207.9,66
132,39.6,3515,1262.6000000000001,35.8,71
133,147.0,3806,913.8,61.6,29
134,55.87,3141,2988.0,7.0,31
137,108.0,3465,820.3000000000001,26.3,51
139,69.0,3249,466.5,126.4,67
140,0.0,3266,357.2,60.5,82
141,70.22,3199,2620.7799999999997,35.7,46
142,11.57,3031,14391.2,127.2,29
143,46.23,3226,3499.02,41.8,29
144,303.0,3058,301.48,51.7,67
147,30.64,3183,11199.8,86.4,61
148,53.52,3039,3797.4,6.0,61
149,88.65,3040,2098.8,68.6,71
150,36.2,4476,1180.1,9.7,77
151,111.21,3144,1057.6,41.5,46
152,241.67,3573,365.5,1.6,81
153,80.25,3392,796.79,117.2,81
157,122.31,3158,1577.8,15.4,46
158,126.5,4484,135.5,111.6,29
159,462.33,3347,331.90000000000003,10.2,41
161,40.48,3821,3119.35,79.7,41
162,80.82,3073,2277.18,12.4,41
163,86.83,3047,1513.2,5.5,41
164,70.83,3447,1758.3,96.9,42
165,427.33,3025,1188.76,90.7,36
166,319.75,3486,554.48,14.5,52
167,586.0,4170,69.8,17.5,29
168,84.14,3025,1780.8999999999999,211.1,28
170,156.17,3392,996.5,80.5,41
171,69.46,3052,2564.59,22.2,81
172,119.07,3039,1824.9,49.5,81
173,0.0,3957,97.8,22.2,56
174,53.75,3495,860.48,31.4,56
175,122.5,4127,356.19000000000005,34.5,47
177,35.88,3410,5764.7,33.6,61
180,87.11,3043,1439.4,84.9,61
183,116.46,3268,1492.2,80.0,28
184,89.33,4109,1266.2,94.1,36
185,120.43,3143,1496.18,31.5,67
186,66.7,3704,1960.78,97.4,42
187,108.71,3083,940.8,57.1,61
188,46.95,3060,2740.0,60.5,37
190,79.78,3030,2275.3,233.2,51
191,89.07,3473,2182.38,52.2,47
192,131.86,3765,797.3,26.5,47
194,437.0,3439,219.0,62.3,29
195,74.75,3581,3147.7,82.9,29
196,148.67,3038,805.9,47.2,47
197,47.86,3043,3953.05,65.2,76
198,72.37,3462,2173.5,99.5,71
199,88.47,3397,1878.69,398.0,36
201,178.0,3605,176.3,56.7,30
203,205.29,3359,1121.3,66.5,71
204,225.5,3581,593.65,91.0,52
205,56.88,3745,3090.5699999999997,74.6,62
206,30.12,3029,2164.1,148.6,27
209,36.1,3022,6915.6,170.8,66
211,134.73,3175,1249.8,155.7,66
212,89.0,3298,703.4,28.7,76
213,144.55,3181,1199.2,114.1,32
214,70.48,3023,3631.5,9.1,52
215,99.81,3055,1545.5,57.1,52
216,49.72,3036,3682.3,117.8,37
220,42.53,3457,2245.5,482.0,37
221,30.98,3015,10346.48,97.4,29
222,67.53,3321,2590.3,210.7,56
223,38.59,3054,5125.5,31.1,42
224,133.5,3193,677.4,22.1,27
226,153.29,3549,896.0,80.0,71
227,56.75,4151,317.7,30.0,51
228,275.2,3220,927.3,57.0,67
229,45.89,3477,2348.1,91.5,30
230,60.92,3032,1686.4,2.6,81
231,66.71,3055,2806.2000000000003,6.3,81
234,103.29,3046,1281.08,94.5,31
235,111.0,3096,551.7,254.0,36
236,39.41,3030,3927.2,26.6,76
238,39.56,3029,3129.46,24.8,76
239,36.55,3054,6613.599999999999,143.9,51
241,118.64,3068,2115.68,33.1,51
243,95.71,3114,2197.3,96.2,51
245,106.5,3033,792.5,26.0,28
248,141.3,3060,799.5,36.9,52
250,207.43,3146,1014.3499999999999,38.5,62
251,133.85,3026,1553.6,19.4,61
252,101.73,3061,1392.0,42.6,51
254,151.5,3389,1026.38,28.9,31
255,173.86,3068,935.4,55.3,31
256,221.0,3455,93.4,231.9,62
257,113.33,3435,915.8699999999999,62.1,67
259,90.82,3033,1861.3,88.8,36
261,60.83,3019,3271.68,84.9,66
262,84.41,3026,2090.7,37.7,66
264,126.38,3153,1890.48,184.1,76
265,55.35,3055,2998.3,33.6,61
266,58.64,3183,3209.79,25.9,27
267,94.6,3139,962.1,73.3,27
268,45.2,3197,4321.8,44.7,71
269,100.28,3021,1958.88,2.5,71
271,38.97,3599,3861.7799999999997,23.8,56
273,51.85,3018,2836.68,83.5,31
274,137.18,3085,1699.7,57.3,31
275,61.28,3061,5291.8,99.5,61
276,530.5,3589,362.1,101.7,28
277,69.67,4213,840.28,17.5,28
278,39.07,3040,5706.09,41.1,31
279,311.0,3151,599.5999999999999,101.8,82
280,135.11,3381,673.7,12.6,31
282,136.89,3023,1322.2,251.3,31
284,233.0,3401,72.2,22.1,46
285,158.38,3201,1267.8,93.8,82
286,114.47,3038,1251.58,90.0,67
287,84.83,4269,1514.55,122.0,46
288,206.6,3042,772.2,207.9,46
289,128.0,3577,1231.1,36.9,28
290,83.68,3039,2919.28,23.2,61
291,50.03,3270,3526.67,89.2,81
292,616.0,3691,381.4,91.2,42
295,135.58,3201,1244.9,38.4,41
296,92.0,3035,2604.0,30.8,82
297,64.5,4062,1232.3,94.9,36
298,132.67,3927,1376.6,57.9,28
299,45.67,3153,861.5,76.8,28
300,50.86,3035,4120.8,30.9,46
301,98.92,3244,1172.05,163.6,27
302,42.06,3244,2677.8,21.9,28
303,74.79,3346,2145.8,54.8,66
305,104.08,3531,1852.6,120.5,66
308,77.05,3201,3594.3,116.0,76
310,37.59,3444,2125.98,93.0,57
311,69.24,3031,2441.1,22.2,57
313,76.4,3678,1413.8,23.6,56
314,62.0,4606,979.0999999999999,36.1,27
315,242.83,3254,1382.1,6.6,46
316,28.92,3755,1513.58,12.1,51
317,92.87,3258,2116.5,10.3,31
318,109.2,3171,1538.24,34.5,56
319,51.78,3402,3733.98,81.5,61
323,194.5,3102,372.2,19.0,61
324,31.5,4328,331.7,139.2,56
326,125.44,3637,1277.7,117.1,41
327,37.38,3041,4896.88,88.8,66
328,137.5,3350,770.8,56.7,66
329,117.67,3224,816.5,16.9,46
330,70.0,4495,249.6,298.1,61
331,58.24,3381,4707.4,148.3,28
332,79.9,3115,4244.6,10.4,41
333,119.82,3442,1538.9,70.1,41
334,174.0,3379,1185.6,71.9,27
337,35.12,3881,2043.2,65.8,27
338,85.76,3017,2862.38,5.5,81
339,60.24,3745,1686.9,41.3,27
340,123.69,3161,2310.9,109.7,27
341,52.0,3027,5873.7,40.4,27
343,95.07,3015,1339.78,10.0,27
344,59.9,3068,3465.08,112.6,56
345,195.14,3179,1413.83,58.7,71
346,53.14,3031,3781.8,42.8,31
348,98.5,4156,439.3,34.1,31
349,159.25,3107,628.38,84.9,31
351,29.0,3034,2054.08,134.5,28
352,100.4,3115,3518.9,38.9,28
353,136.27,3217,758.0,133.0,29
355,163.0,3172,281.9,94.1,42
356,44.1,3221,2107.0,131.4,82
357,102.88,3042,2396.5,12.2,66
358,108.13,3047,3425.85,71.5,71
359,170.4,3030,1001.2,11.5,51
360,88.62,3293,2022.8,64.3,51
361,71.0,3841,368.9,52.2,42
362,55.44,3046,5211.08,25.6,56
363,314.0,3099,212.2,23.9,66
364,91.0,3828,2117.7,33.1,66
366,36.0,3459,162.6,73.5,71
368,58.07,3040,4704.6,17.5,71
371,91.62,3036,2476.08,22.2,52
372,87.5,4488,1908.0,78.8,82
374,144.18,3078,1345.3,38.8,27
375,134.15,3080,1908.3,63.9,31
377,33.0,3674,585.9,5.9,82
378,80.58,3040,1892.6,36.3,67
379,77.8,3143,2851.98,21.8,67
380,43.38,4160,930.6,16.4,36
381,90.2,3102,1237.2,32.3,27
382,0.0,4386,110.0,174.3,62
383,92.84,3066,1711.1,85.2,62
384,413.0,3535,308.3,5.5,36
385,414.0,4232,807.6,164.0,77
386,97.25,3014,2284.1,16.9,72
388,142.5,3390,1235.1,37.5,31
390,61.45,3059,3455.46,171.0,81
391,152.1,3292,650.1,66.3,31
392,80.18,3059,3271.9,5.5,31
393,127.77,3090,1230.9,29.1,56
394,135.4,3272,744.0,61.8,62
395,33.65,3091,7878.36,61.6,77
396,177.0,3060,972.5,87.7,51
398,58.88,3033,3050.9,50.1,81
399,74.05,3168,3280.8,47.5,62
400,52.95,3025,1579.3799999999999,9.8,62
401,144.5,3031,1069.3,116.0,81
402,41.0,4667,587.7,26.7,61
403,45.9,3383,3621.98,15.4,30
404,128.22,3157,1361.3799999999999,55.0,36
405,105.25,3762,339.3,23.6,27
406,129.5,4504,353.3,53.2,42
407,56.31,3032,3231.38,16.7,29
408,90.0,3035,3717.13,80.0,28
410,117.45,3016,2350.2,40.4,66
411,179.0,3551,709.5,39.1,66
412,90.67,3021,1073.7,179.1,61
415,124.67,3493,1285.6,13.5,46
416,96.58,3438,2669.6,98.0,28
418,58.93,3267,1549.2,219.8,28
419,53.6,3752,627.7,179.2,71
420,62.85,3036,2633.76,60.9,41
421,133.0,3122,1508.97,18.5,28
422,78.55,3092,1966.2,38.9,81
423,40.0,3407,766.5,16.0,51
424,82.25,3140,2755.88,3.8,51
425,117.0,3496,778.5,117.8,57
426,286.75,3344,510.5,48.4,56
427,54.17,3795,1396.8,73.7,47
428,218.5,3954,506.1,63.9,51
429,104.5,3746,1703.88,21.7,61
430,75.88,3474,2585.6,117.8,29
431,207.75,3622,362.5,16.2,29
432,0.0,4654,54.6,122.3,56
433,87.93,3418,1161.9,74.6,42
434,105.71,3129,1871.5,149.9,36
435,75.32,3296,1691.5,41.6,36
436,124.43,3448,677.9,118.8,36
437,66.78,3473,1282.7,53.7,72
438,278.25,3571,334.5,35.8,56
440,295.0,3295,779.0999999999999,115.9,41
443,0.0,3269,143.39999999999998,7.0,61
444,304.0,3086,427.38,2.7,71
445,308.5,3399,899.4,19.3,41
446,61.0,3039,2668.8,231.9,51
447,78.53,3367,1539.9,209.5,71
448,109.85,3078,1093.5,251.7,29
452,96.25,3144,1382.7,48.1,46
453,234.0,3050,1460.1,46.9,56
454,132.27,3045,1629.9,24.5,41
455,59.32,3162,2445.1,270.8,41
456,0.0,4104,654.6,59.3,41
458,31.12,4160,731.36,12.4,31
460,31.68,3026,6271.78,43.8,41
463,57.05,3426,1817.8799999999999,155.4,81
464,105.93,3094,3142.2,30.9,81
467,50.03,3056,4814.66,25.9,27
470,141.92,3090,1638.2,5.5,66
471,34.67,3757,446.4,38.7,56
472,105.92,3453,647.7,350.4,62
473,51.19,3164,4087.15,117.1,62
474,100.47,3097,2892.0,114.4,46
476,32.25,3562,4634.8,47.9,66
478,26.5,4400,164.89999999999998,133.4,51
480,68.33,3036,3011.1,15.9,31
482,35.84,3754,2507.2,148.6,31
483,32.87,3155,7374.43,40.1,29
485,420.0,3109,336.4,26.5,46
486,44.13,3500,2903.45,27.9,46
487,97.46,3197,1704.5,267.1,31
488,92.94,3323,2400.8,60.0,29
489,799.5,3019,220.78,44.8,36
491,81.5,3983,421.59999999999997,46.9,46
492,94.8,3591,655.19,59.6,66
494,125.23,3204,1889.4,77.2,66
495,42.41,3015,6255.280000000001,44.6,29
498,92.0,3634,1098.27,167.8,76
499,148.17,3165,1157.7,92.5,76
501,132.86,3143,1698.3,32.3,76
502,104.82,3041,1742.4499999999998,102.9,41
503,102.94,3018,2058.6,18.6,41
504,348.0,3984,213.4,188.5,29
506,176.56,3102,873.7,32.7,29
508,72.17,3096,2406.38,19.5,56
509,151.55,3058,953.1,349.5,71
510,294.67,3884,651.0,158.0,41
511,79.59,3018,2615.16,100.5,41
512,90.0,3181,3623.3,53.9,56
513,46.45,3029,3206.88,77.4,31
514,118.83,4120,672.5,250.3,27
517,41.05,3032,6668.5,44.1,76
518,205.25,3406,845.55,61.6,71
519,0.0,4296,267.9,5.7,71
520,75.4,3091,4867.88,267.1,51
523,62.65,3032,4393.8,22.4,28
524,44.38,3021,2157.5,78.8,31
525,170.0,3412,627.7,47.5,28
526,320.75,3100,368.2,80.6,36
528,67.1,3394,1201.5,2.7,51
530,38.0,3519,2964.8,120.2,31
531,181.25,3017,895.7,23.3,31
533,170.0,3453,657.99,80.6,41
534,77.82,3503,1045.8999999999999,11.5,37
536,161.4,3620,721.3,57.5,32
540,226.25,3830,656.1,20.8,46
541,23.71,3409,818.1,40.7,71
542,76.0,4166,284.3,41.1,47
544,162.12,3402,1111.2,29.5,52
545,205.4,3028,811.9,172.7,52
547,96.67,3271,2368.4,96.9,61
548,201.67,3059,845.8,33.4,36
549,69.82,3032,2951.08,32.7,81
551,96.67,3093,3635.4,225.7,41
553,0.0,4136,328.78000000000003,68.6,41
555,48.38,3110,1675.3,41.9,61
556,132.38,3059,1453.2,20.6,56
557,31.0,3531,645.3,60.5,56
558,426.33,3105,206.1,50.2,76
559,47.0,3041,7597.98,7.8,76
560,31.71,3380,1960.18,35.0,76
561,237.0,4213,243.3,19.7,36
563,81.55,3137,2718.66,172.9,36
564,120.07,3025,2149.48,16.6,76
565,254.0,3808,952.1,53.1,27
566,122.4,3488,1284.0,47.4,27
568,597.5,3467,581.8,16.4,57
570,72.64,3180,1637.58,30.5,41
572,128.17,3032,948.1800000000001,254.0,42
573,151.25,3866,972.9,180.9,41
574,116.36,3026,2477.0,75.9,61
575,125.5,3785,175.7,125.8,51
577,46.5,4385,1351.6,115.6,71
578,241.0,3878,1048.5,101.1,56
579,80.18,3075,1411.0,14.5,66
580,40.57,3521,698.78,32.8,71
581,83.83,3060,983.1,58.1,56
582,70.58,3439,2422.98,24.7,72
583,48.89,4121,1056.85,141.8,81
584,106.92,3217,1491.48,39.2,51
585,223.0,4181,115.2,92.1,30
587,27.61,3042,7034.18,76.8,30
588,41.03,3262,5764.9,47.4,71
589,8.36,4122,4891.98,41.3,71
591,77.13,3038,3451.4,51.3,71
593,106.6,3120,1418.8,50.5,71
594,71.85,3136,2172.98,322.4,67
595,83.0,3162,1573.28,165.6,61
596,86.17,3220,1455.8,24.9,61
597,110.73,3563,2109.5,149.9,52
598,96.72,3069,1399.99,34.5,52
599,116.29,3061,2306.08,17.2,42
600,114.8,4228,364.4,270.0,61
603,267.5,3525,120.6,51.9,61
606,60.12,3413,2253.48,232.5,66
609,85.12,3438,2475.6,28.0,61
610,66.88,3307,1850.2,2.6,81
611,836.0,3677,85.3,198.3,81
612,68.27,3484,769.87,17.5,46
613,254.33,3189,812.9,28.4,46
614,0.0,4825,102.9,5.8,36
616,64.22,3071,3554.08,350.4,36
617,92.58,3019,2836.1,49.7,46
619,178.0,3850,77.6,57.4,46
620,52.33,3249,759.5999999999999,24.9,51
621,79.14,3045,1781.8,16.6,31
622,215.0,4220,208.0,60.0,81
624,98.82,3104,3439.7000000000003,34.5,56
625,105.92,3132,1287.3,39.6,56
626,52.75,3035,7322.7,25.7,56
627,131.0,3360,1331.3,27.3,37
628,105.0,4699,66.8,108.0,37
629,161.18,3043,2417.59,45.6,66
630,60.0,4551,88.0,7.2,51
631,215.29,3179,1360.3799999999999,96.1,61
632,72.7,3060,2579.0,118.8,61
633,67.85,3063,2507.5,63.3,61
635,128.4,3049,1939.4,8.1,46
636,70.6,3018,1341.8,12.2,46
637,54.91,3032,4701.2,48.9,27
638,27.56,3144,6540.11,7.0,46
639,78.91,3089,3894.98,102.2,46
640,339.2,3124,408.4,17.5,28
641,206.8,3091,735.28,185.6,76
642,55.25,4189,628.9,11.7,56
643,89.09,3102,1258.9,33.0,72
644,123.0,3056,141.89999999999998,48.0,41
647,47.65,3019,5526.6,270.0,46
648,508.0,3355,417.8,66.1,36
650,30.5,4526,1371.8,38.7,41
651,0.0,3208,622.6,218.7,29
653,66.73,3274,2712.2,40.1,81
654,426.0,3370,622.9,58.0,32
657,233.0,3190,1150.0,35.4,32
659,32.5,3026,5624.06,19.0,41
661,168.5,3240,1714.1,38.6,81
662,189.5,3571,1054.4,22.0,28
665,6.0,4422,39.9,54.9,29
667,31.85,3027,7162.7,62.8,46
668,96.35,3024,1910.6,94.8,76
669,73.47,3019,2037.6399999999999,83.2,76
670,64.24,3073,3109.98,93.6,41
671,385.5,3653,204.3,117.6,71
672,76.33,4096,332.3,24.9,36
674,106.0,3065,149.4,156.3,61
676,142.82,3199,1092.6,91.0,46
677,84.89,3105,3138.8,16.1,66
679,151.44,3321,1011.1,53.5,66
680,69.22,3157,2683.6,46.9,57
681,142.0,3047,1142.4,44.2,27
682,70.92,3035,1199.84,270.0,27
683,46.95,3024,3195.4,45.6,57
684,55.71,3382,1605.5,44.2,57
685,120.89,3094,1051.68,36.9,71
687,94.18,3026,2036.1000000000001,81.5,46
688,40.36,3036,6807.27,103.7,76
689,85.24,3022,2514.53,64.5,76
690,159.88,3034,1224.0,19.8,71
691,109.6,3151,1865.1,92.5,27
692,135.15,3024,1967.1000000000001,59.4,27
693,38.5,4241,623.6,35.1,36
694,105.07,3056,2548.2,120.1,31
695,55.93,3111,5183.8,95.3,31
696,63.52,3109,3841.6,208.4,41
697,76.05,3017,3051.9,35.4,76
699,196.25,3149,494.7,81.5,56
700,23.83,4257,1752.7,225.7,56
701,56.04,3025,3145.96,103.1,46
703,232.67,3382,389.5,89.6,28
705,179.71,3247,613.0,64.5,29
706,187.14,3083,559.3,45.0,81
709,98.0,3388,499.48,161.8,56
710,45.52,3063,2241.06,77.3,29
711,75.5,3581,2183.7,48.6,29
713,62.32,3017,2690.6,23.3,29
715,309.4,3022,667.0,148.6,56
717,90.4,3431,1052.0,15.4,36
718,93.33,3500,1938.0,5.7,71
719,103.23,3032,1055.85,251.3,61
720,77.45,3417,2160.0,35.6,46
722,183.33,3145,2159.6,101.7,56
723,61.44,3030,2453.5,34.8,56
724,86.63,3185,2062.3,101.3,30
725,56.52,3158,3786.8,13.6,52
727,113.53,3078,1412.4,98.3,29
729,197.83,3024,541.3,101.7,51
730,33.67,3898,284.1,52.9,29
732,75.5,4123,1684.5,88.0,30
733,1151.0,3460,106.2,15.1,46
735,120.3,3232,1478.1,207.9,37
736,85.5,3400,325.2,54.2,41
737,5.5,4210,186.3,84.1,29
738,49.0,4172,1483.6,50.9,51
739,64.88,3180,3754.7,36.9,42
742,373.5,3249,316.1,12.1,30
743,74.89,3383,1818.6,174.7,30
744,66.12,3027,3863.07,68.2,42
745,69.85,3416,2145.8,82.8,42
747,60.18,3099,3140.0,120.1,52
748,861.0,3229,83.0,54.8,76
750,37.8,4111,2239.4,74.0,76
751,43.28,3044,2987.58,126.4,36
752,115.83,3323,1173.8799999999999,256.6,36
753,90.33,3015,1748.2,105.1,36
754,8.0,3708,222.8,100.8,30
755,41.11,3471,685.1,22.7,76
757,57.19,3514,2301.1,163.1,62
758,76.14,3203,3904.1,65.2,52
759,47.25,3059,5541.05,60.7,61
760,66.75,3417,656.6,49.7,57
761,80.25,3347,1436.78,81.4,29
763,92.09,3194,939.09,95.5,61
764,106.13,3168,1968.9,17.2,71
767,326.0,4501,49.6,22.1,56
768,135.33,3066,1681.6699999999998,31.2,31
769,413.0,3048,692.3,23.4,29
770,139.1,3442,1751.7,298.1,71
771,0.0,4698,156.6,149.9,51
773,171.0,3056,991.3000000000001,142.7,27
774,87.33,3406,809.6,19.9,81
775,61.88,3039,2805.37,12.1,36
776,13.0,3852,1022.3999999999999,15.4,36
778,88.0,3598,3294.4,85.5,66
780,189.43,3382,2169.38,106.1,71
781,49.48,3214,4086.0,31.4,81
782,66.27,4010,1483.49,40.0,27
783,63.74,3060,3135.09,22.2,27
785,68.31,3883,2250.77,17.6,46
786,146.86,3570,1027.2,158.0,57
787,112.5,3102,469.5,113.9,61
788,34.69,3501,3857.4,71.9,71
789,72.88,3045,2000.8,13.1,31
791,357.4,3044,581.1,21.9,81
792,152.67,3192,551.9,228.0,51
795,65.26,3033,2742.7799999999997,67.8,37
796,117.44,3028,2379.2,55.9,31
798,72.82,3438,1942.5,87.4,28
799,68.16,3025,2264.6,24.5,28
800,81.93,3071,1339.0,8.3,57
801,175.5,3409,1050.18,119.9,57
802,117.73,3032,3105.3,23.9,56
803,92.0,3439,2112.28,41.2,29
806,266.6,3064,294.0,84.3,47
807,988.0,3710,466.4,73.6,47
808,128.56,3661,1671.7,18.2,37
809,84.38,3514,1559.7,23.4,37
811,119.73,3511,1153.5,24.5,37
814,71.83,3058,3584.9,94.5,36
816,93.46,3235,1552.1,97.4,41
817,78.71,3033,1944.85,103.1,36
818,24.14,3406,5501.13,37.4,66
819,128.0,3093,1849.0,39.3,76
822,151.43,3037,757.1,92.5,56
826,44.33,3763,1725.3799999999999,44.2,56
827,49.25,3144,2934.5,56.7,71
828,68.0,3105,2312.8,102.3,52
829,46.67,4646,305.79999999999995,322.4,52
830,58.77,3047,4641.18,41.4,36
836,260.33,3017,655.0799999999999,77.5,51
838,44.57,3756,710.2,83.5,51
839,280.67,3423,813.1,25.7,52
840,84.43,3051,2319.48,115.7,31
842,253.8,3442,887.2,49.1,30
843,241.4,3599,407.09,48.4,61
844,72.04,3029,3116.8,165.7,61
846,55.67,3407,514.0799999999999,17.2,36
847,237.0,4175,531.3000000000001,57.1,36
851,69.89,3108,450.0,68.4,36
852,63.79,3015,2937.1,36.1,57
853,103.12,3039,2066.2,142.2,30
854,50.25,4363,1133.56,8.7,30
856,238.8,3244,1197.3,32.6,30
857,187.14,3420,1236.6,66.2,76
858,43.0,4501,583.7,5.2,76
859,41.45,3410,3332.36,18.3,66
860,91.06,3342,2106.1,42.6,56
861,181.67,3016,1516.28,40.4,27
862,53.33,3764,1396.8,5.8,27
863,46.05,3023,1957.8700000000001,22.6,42
864,70.0,3419,1356.37,46.5,30
866,65.71,3078,2496.2,33.6,46
868,109.2,3649,1982.2,40.9,51
869,70.6,3394,2771.6,31.7,51
870,25.61,3038,9327.89,76.8,29
871,104.0,3025,1552.2,112.9,41
872,48.14,4133,534.4,85.5,52
874,69.29,3041,1643.9,38.3,28
875,132.5,4177,122.9,46.6,36
876,40.22,3745,1279.2,16.8,51
877,87.62,3489,2815.4,122.8,27
878,29.18,3419,925.45,15.2,51
879,32.02,3015,6386.2,18.2,62
880,26.49,3031,6938.2699999999995,21.2,62
881,62.0,3124,3926.2000000000003,69.8,62
882,114.57,3197,2535.7,23.9,46
883,60.71,3046,2685.88,23.3,56
884,415.67,3583,756.0,33.1,56
885,56.2,3402,3725.1,38.5,31
886,97.72,3026,2244.5,22.5,61
889,279.33,3073,930.1800000000001,95.4,66
891,80.1,3502,2024.4,21.5,56
895,316.67,3399,571.9,208.4,61
896,61.93,3084,3420.2,60.5,61
899,211.12,3083,999.6,35.8,61
900,139.17,3397,1146.7,117.8,46
901,250.0,3257,448.2,11.5,46
902,186.67,3459,372.8,26.7,27
904,68.04,3137,2997.1,11.6,51
905,91.78,3108,1085.5,10.9,56
907,31.57,4610,1660.6,65.7,66
908,319.25,3064,1170.0,50.6,66
909,141.0,4484,390.1,14.8,29
910,130.8,3381,1644.8,31.0,29
911,0.0,3603,1102.0,38.9,29
914,79.0,3598,363.20000000000005,12.5,29
915,644.0,3493,1072.1,21.3,36
916,133.82,3318,1318.8,9.5,71
917,41.18,3475,5482.58,149.8,41
918,38.44,3024,1111.7,60.0,61
919,119.7,3536,2745.1,38.4,30
922,35.93,3601,1797.59,45.6,30
924,50.64,3206,4058.26,68.3,42
926,60.8,3407,4104.3,11.2,37
928,786.5,3132,1091.3,28.5,57
929,66.96,3177,4856.6,25.5,81
930,110.14,3047,3137.2,12.7,36
932,168.0,3757,554.8,124.6,31
933,63.52,3496,2531.38,104.7,31
934,82.83,3101,716.9,245.6,31
937,91.21,3031,1246.97,56.7,27
938,53.46,3205,4548.0,61.8,46
939,53.43,3015,2557.9,60.5,46
940,136.38,3047,1975.2,42.9,46
941,247.0,3179,207.6,18.2,71
942,294.0,3422,126.0,41.3,71
943,24.83,3749,1653.87,141.8,37
944,88.5,3740,972.3,35.8,37
945,214.5,3610,1184.0,59.1,61
946,0.0,3039,187.2,34.7,41
947,349.0,3082,136.60000000000002,170.7,76
948,92.25,3832,760.98,120.2,30
949,107.07,3157,2780.7000000000003,68.6,30
950,104.75,3232,581.7,29.0,30
951,166.67,3061,661.5,11.8,46
952,35.84,3025,5188.88,49.5,46
953,534.0,3591,307.0,418.9,76
955,114.6,3039,1423.3,87.7,76
